商品代码,说明,市场价值,员工数量,板块,交易所,行业,债务股本比(MRQ),市盈率(TTM),股本回报率 (TTM),市净率(FY),aboveMa1,aboveMa2,maxChange
GOOG,ALPHABET INC,1630861765390.0002,135301.0,科技服务,NASDAQ,互联网软件/服务,0.1228061,32.07359271,23.68748732,7.30937276,100,79,78
GOOGL,ALPHABET INC,1595195690530.0,135301.0,科技服务,NASDAQ,互联网软件/服务,0.1228061,31.45850059,23.68748732,7.16919708,100,78,75
FB,FACEBOOK INC,929069350841.58,58604.0,科技服务,NASDAQ,互联网软件/服务,0.09083699,28.04068504,28.23891765,7.27939517,100,84,52
BRK.A,BERKSHIRE HATHAWAY INC,658881736000.0,360000.0,金融,NYSE,多元化保险,0.26360001,6.55347857,25.37435086,1.5060198,80,58,66
NVDA,NVIDIA CORP,390857152000.0,18975.0,电子科技,NASDAQ,半导体,0.45687563,90.74315704,29.77626559,22.97189722,100,74,84
UNH,UNITEDHEALTH GROUP INC,389947103420.0,330000.0,健康服务,NYSE,卫生保健管理,0.65537956,23.47795443,27.36726076,5.96639664,100,58,50
KO,COCA-COLA CO,237271750400.0,80300.0,非耐用消费品,NYSE,饮料:非酒精饮料,2.01428443,32.82804074,37.4782541,12.21341715,64,76,30
TM,TOYOTA MOTOR CORP ADR-EACH REP 2 ORD NPV LVLIII(SPON),226808000000.0,,耐用消费品,NYSE,机动车,1.05645946,10.78300401,10.57038001,1.07082663,74,73,39
PEP,PEPSICO INC,204895729000.00003,291000.0,非耐用消费品,NASDAQ,饮料:非酒精饮料,3.10716573,27.48943427,54.69137604,15.21137971,84,85,18
LLY,ELI LILLY AND COMPANY,192754434750.0,35000.0,健康科技,NYSE,药品:专业,2.28254898,29.81888939,122.12478076,33.77972809,92,66,63
UPS,UNITED PARCEL SERVICE INC,186128533299.24,543000.0,运输,NYSE,空运/快递,3.74339992,35.23189178,100.59352862,278.4448482,97,52,120
COST,COSTCO WHOLESALE CORP,170649961080.0,273000.0,零售行业,NASDAQ,专业商店,0.63661727,39.41256481,26.92617616,9.30052736,94,99,34
C,CITIGROUP INC,160237716000.0,210000.0,金融,NYSE,金融集团,2.51233563,10.17029453,8.61324959,0.89409902,50,66,96
UL,UNILEVER PLC ADS-EA REPR 1 ORD GPB0.03111,159324000000.0,,非耐用消费品,NYSE,家庭/个人护理,1.54658737,25.34010068,37.7961707,8.57377728,70,61,19
AZN,ASTRAZENECA SPON ADR EACH REP 0.50 ORD SHS,149418000000.0,76100.0,健康科技,NASDAQ,药品:专业,1.39360377,37.38667718,31.77156603,9.56395041,68,94,26
RY,ROYAL BANK OF CANADA,146268555300.0,86000.0,金融,NYSE,大银行,3.66011812,16.17732132,13.52410054,2.40312763,77,68,64
MS,MORGAN STANLEY,140883506000.0,68000.0,金融,NYSE,投资银行/经纪商,2.67956464,11.66432575,13.96842582,1.73783049,100,49,106
NVO,NOVO NORDISK A/S ADR-EACH CNV INTO 1 CLASS B DKK1,139464000000.0,45323.0,健康科技,NYSE,药品:专业,0.16505402,27.85169785,77.97398545,17.85698417,99,97,31
SNY,SANOFI SPON ADR ECH REP 0.5 ORD SHS,134541000000.0,99412.0,健康科技,NASDAQ,药品:专业,0.37491884,9.80771689,19.27216244,1.74287372,74,86,23
BLK,BLACKROCK INC,133724119980.0,16500.0,金融,NYSE,投资经理,0.21046512,25.33535799,15.57176904,3.77958019,100,76,70
TD,TORONTO-DOMINION BANK,133348405100.0,,金融,NYSE,大银行,2.42177626,14.18655433,13.22607435,1.96866087,58,65,76
RTX,RAYTHEON TECHNOLOGIES CORPORATION,131055285000.0,181000.0,电子科技,NYSE,航空航天 & 国防,0.45117395,,-4.99455548,1.81626039,52,69,71
AXP,AMERICAN EXPRESS CO,127387789740.00002,63700.0,金融,NYSE,金融/租赁,1.78318132,25.92580439,21.86338137,5.53420042,58,73,78
BUD,ANHEUSER-BUSCH INBEV SA/NV ADR EAH REP 1 ORD NPV,124555000000.0,163695.0,非耐用消费品,NYSE,饮料:酒精饮料,1.25798012,,-0.89088151,2.19364498,55,39,59
GS/PK,GOLDMAN SACHS GROUP INC DEP SHS RPR 1/1000 NON CUM PFD SER K,124012000000.0,40500.0,金融,NYSE,投资银行/经纪商,4.75312132,0.71888241,15.87219734,0.11740496,-1,-1,-1
INTU,INTUIT INC,121259090400.0,10600.0,科技服务,NASDAQ,套装软件,0.24831743,56.20582813,28.94862198,22.50317948,100,88,60
AMT,AMERICAN TOWER CORP,115206000000.0,5618.0,金融,NYSE,房地产投资信托基金,8.06175579,58.86028899,51.09473516,27.50210306,-1,-2,-1
CVS,CVS HEALTH CORPORATION,114962892399.99998,300000.0,零售行业,NYSE,连锁药房,1.1567225,15.79640974,10.88903596,1.67457385,68,58,62
TGT,TARGET CORP,112667681230.0,409000.0,零售行业,NYSE,专业商店,1.00401096,18.38568316,47.31322719,7.81493078,100,94,97
DEO,DIAGEO ADR EA REPR 4 ORD GBX28.935185,112255000000.0,27788.0,非耐用消费品,NYSE,饮料:酒精饮料,1.82346622,75.69335014,15.43973861,13.40440865,55,65,52
BX,BLACKSTONE GROUP INC,108236166371.48004,3165.0,金融,NYSE,投资经理,0.38482227,16.63528853,58.35353237,16.14330845,92,87,90
DTEGY,DEUTSCHE TELEKOM AG,100229000000.0,226291.0,通讯,OTC,主要电信,1.85657869,20.43322696,12.31363055,2.28040695,97,29,41
ANTM,ANTHEM INC,96685262490.0,83400.0,健康服务,NYSE,卫生保健管理,0.7120408,21.1451505,14.38379154,2.92088241,80,56,64
MDLZ,MONDELEZ INTL INC,89381697300.0,79000.0,非耐用消费品,NASDAQ,食品：多元化,0.73582821,24.19489594,14.33202525,3.27854005,86,78,30
PLD,PROLOGIS INC,88442100000.0,1945.0,金融,NYSE,房地产投资信托基金,0.46618286,66.97268503,4.22639219,2.81533986,100,90,33
ZTS,ZOETIS INC,83236150440.0,11300.0,健康科技,NYSE,仿制药,1.79618768,47.61673676,51.8561824,22.27398438,98,94,35
FDX,FEDEX CORP,82455026499.99998,245000.0,运输,NYSE,空运/快递,1.75451526,27.31416736,14.81427031,4.41850466,92,1,149
CCI,CROWN CASTLE INTERNATIONAL CORP,81338200000.0,4900.0,金融,NYSE,房地产投资信托基金,2.92054242,83.90174312,9.75635371,8.57353193,87,98,29
BNS,BANK OF NOVA SCOTIA,80385435000.0,92001.0,金融,NYSE,大银行,2.67429045,15.85514865,9.99382643,1.69609335,55,56,78
INFY,INFOSYS LTD SPON ADR EACH REP 1 ORD SHS,79811000000.0,,科技服务,NYSE,IT服务,0.06935219,30.49495278,27.33866455,,91,52,122
BAM,BROOKFIELD ASSET MANAGEMENT INC,78408962464.0,152000.0,金融,NYSE,投资经理,1.20885543,63.0405398,3.69030484,2.35190525,57,78,69
CME,CME GROUP INC,77611664435.94,4370.0,金融,NASDAQ,投资银行/经纪商,0.15332939,40.27514854,7.20737688,2.92366908,48,77,48
ENBA,ENBRIDGE INC 6.375% FXD FLTG SUB NTS SR 18 B 15/04/78,77528765992.5712,11200.0,工业服务,NYSE,石油和天然气管道,1.02739892,10.91109325,10.14093904,1.30404059,74,72,13
SHW,SHERWIN-WILLIAMS CO,76444976280.0,61031.0,加工制造业,NYSE,特种工业品,3.53970832,37.0198976,66.53161217,21.26026573,100,86,59
MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC SPON ADS EACH REP 1 ORD SHS,74885200000.0,,金融,NYSE,大银行,4.83914684,10.25686137,4.88349239,0.4924731,52,38,60
COF,CAPITAL ONE FINANCIAL CORP,72166001760.0,51985.0,金融,NYSE,大银行,0.62839119,10.38761522,12.40658205,1.20620861,60,66,180
ADDYY,ADIDAS AG,71451900000.0,62285.0,非耐用消费品,OTC,服装/鞋类,0.7723588,61.61470716,13.78295886,9.09031175,82,72,45
CL,COLGATE-PALMOLIVE CO,71425162670.0,34200.0,非耐用消费品,NYSE,家庭/个人护理,11.81447964,27.26247261,3571.81208054,96.75943402,95,73,23
HCA,HCA HEALTHCARE INC,71373364710.0,275000.0,健康服务,NYSE,医院/护理管理,13.21595488,15.71322853,,124.73890339,83,46,131
SAN,BANCO SANTANDER SA ADR EACH 1 REPR 1 ORD EUR0.50,70806700000.0,191189.0,金融,NYSE,大银行,4.9104502,,-7.90834575,0.71722551,52,1,134
MRNA,MODERNA INC,70504301520.0,1300.0,健康科技,NASDAQ,生物科技,0.07451798,134.97607656,21.83536252,26.35258217,-1,-1,-1
MMC,MARSH & MCLENNAN COMPANIES INC,69414618000.0,76000.0,金融,NYSE,保险经纪/服务,1.40152147,31.20146185,26.83961982,7.61813831,98,83,35
HEINY,HEINEKEN N.V.,69043000000.0,,非耐用消费品,OTC,饮料:酒精饮料,1.26431351,,-1.25971914,4.21907127,59,69,40
BMO,BANK OF MONTREAL,66913935070.00001,43360.0,金融,NYSE,大银行,2.52571775,15.96773554,10.19533991,1.76562973,66,45,112
IBN,ICICI BANK LIMITED SPON ADR EACH REPR 2 ORD SHS,61140700000.0,,金融,NYSE,地区银行,0.86076995,24.47368421,13.13418935,,58,76,109
ADI,ANALOG DEVICES INC,60443368760.0,15900.0,电子科技,NASDAQ,半导体,0.42311186,39.07491826,13.13761677,5.04186982,100,78,48
EW,EDWARDS LIFESCIENCES CORP,59677152000.0,14900.0,健康科技,NYSE,医学专业,0.14786193,71.91847058,19.88433904,13.19487,87,86,45
STLA,STELLANTIS N.V,58717082600.0,189512.0,耐用消费品,NYSE,机动车,0.81655775,,0.10686517,1.19013882,72,32,158
NEM,NEWMONT CORPORATION,58637046780.0,27800.0,非能源矿业,NYSE,贵金属,0.28380293,22.94526989,10.53568647,2.54520167,88,100,38
NXPI,NXP SEMICONDUCTORS N V,56843105000.0,29000.0,电子科技,NASDAQ,半导体,0.89320502,137.96913955,4.91377819,6.42106319,98,76,114
MET/PA,METLIFE INC PRF SERIE A FLOATING RATE USD25,56044100000.0,46500.0,金融,NYSE,人寿/健康保险,0.28421307,20.99739668,2.00903847,0.30910194,-1,-1,-1
F,FORD MOTOR CO,55483824856.4,186000.0,耐用消费品,NYSE,机动车,4.53187732,12.7222167,12.52717477,1.70966864,65,55,149
CP,CANADIAN PACIFIC RAILWAY COMPANY,54321967410.0,11890.0,运输,NYSE,铁路,1.27892194,26.37745868,35.58464341,9.50286534,-1,-2,-1
KHC,KRAFT HEINZ CO,54038767000.0,38000.0,非耐用消费品,NASDAQ,食品：多元化,0.53946977,102.24641038,1.06814614,1.07768905,98,16,58
ING,ING GROEP N.V. SPONS ADR-EACH REPR 1 ORD EUR0.24(MGT),52499800000.0,91411.0,金融,NYSE,金融集团,3.38719588,,5.35562755,0.78467383,55,31,110
ABEV,AMBEV SA SPON ADR EACH REP 1 ORD SHS,51932000000.0,50000.0,非耐用消费品,NYSE,饮料:酒精饮料,0.06011165,21.94148936,16.98680803,3.65387809,47,46,61
F/PB,FORD MOTOR CO 6.20% NOTES DUE 01/06/2059 USD25,51132900000.0,186000.0,耐用消费品,NYSE,机动车,4.53187732,26.72559341,12.52717477,3.59150531,-1,-1,-1
CM,CANADIAN IMPERIAL BANK OF COMMERCE,50616007000.0,43853.0,金融,NYSE,大银行,3.30575497,15.70541322,10.41205085,1.78285907,81,46,84
CRWD,CROWDSTRIKE HOLDINGS INC,50100491563.2,3394.0,科技服务,NASDAQ,套装软件,0.89346855,,-11.48757876,54.70165421,-1,-1,-1
TRP,TC ENERGY CORPORATION,49840890000.0,7283.0,工业服务,NYSE,石油和天然气管道,1.61659067,26.2462766,7.5561692,2.19933073,40,76,36
PSA,PUBLIC STORAGE,48778600000.0,5400.0,金融,NYSE,房地产投资信托基金,0.34768498,41.59256386,14.52959155,10.21074192,76,44,55
LYG,LLOYDS BANKING GROUP ADR REP 4 ORD GBP0.10(BNY),48413200000.0,61576.0,金融,NYSE,大银行,3.6373687,42.65625,1.99366311,0.81693968,50,34,137
TRI,THOMSON-REUTERS CORP,48038882600.0,24000.0,商业服务,NYSE,金融出版/服务,0.2745495,7.94871192,48.09231533,4.8704426,89,86,48
BNTX,BIONTECH SE SPON ADS EACH REP 1 ORD SHS,47700400000.0,1941.0,健康科技,NASDAQ,生物科技,0.10104779,34.94461941,84.1869481,28.41808397,-1,-1,-1
NGG,NATIONAL GRID SPON ADR EACH REP 5 ORD SHS(POST SPLT),47646800000.0,,公用事业,NYSE,发电厂,1.57200403,21.95681379,8.37634722,,86,85,28
IDXX,IDEXX LABORATORIES INC,47529492531.0,9300.0,健康科技,NASDAQ,医学专业,1.42133673,71.43647546,166.39460987,75.12994385,100,85,87
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,47260187100.0,97000.0,制造业,NYSE,办公设备/用品,0.48275311,44.81093017,5.19255492,2.70309532,84,71,108
IQV,IQVIA HOLDINGS INC,45921975600.0,70000.0,健康服务,NYSE,医疗产业服务,2.01747635,115.53657489,7.11613745,7.71459104,91,74,78
BCE,BCE INC,44941273200.0,50704.0,通讯,NYSE,主要电信,1.28547796,25.05815627,10.50298153,3.36319937,62,75,29
TT,TRANE TECHNOLOGIES PLC,43895615400.0,35000.0,制造业,NYSE,工业集团,0.78755861,39.61985766,19.24718086,6.8053147,90,78,123
WIT,WIPRO LTD SPON ADR REP 1 ORD SHS INR2,43293300000.0,,科技服务,NYSE,IT服务,0.18845171,29.58786936,19.50437003,5.49232446,88,0,155
CNC,CENTENE CORPORATION,42825195150.0,71300.0,健康服务,NYSE,卫生保健管理,0.69068435,17.67601931,9.8655068,1.66865284,62,50,36
PPG,PPG INDUSTRIES INC,42380016250.0,46900.0,加工制造业,NYSE,特种工业品,1.1849556,35.75706756,22.55254687,7.45131062,84,71,83
BBVA,BANCO BILBAO VIZCAYA ARGENTARIA SA ADS EACH REPR 1 ORD EUR0.49,41052300000.0,123174.0,金融,NYSE,大银行,3.43144742,,6.76707176,0.75316096,53,18,152
SPG,SIMON PROPERTY GROUP INC,40870300000.0,3300.0,金融,NYSE,房地产投资信托基金,6.621886,34.59976637,42.66579639,13.63375824,51,0,122
ALL,ALLSTATE CORP,40581388230.0,42160.0,金融,NYSE,财产/财产保险,0.29814684,5.55142513,29.16535927,1.45451203,53,77,65
ALL/PB,ALLSTATE CORP 5.1% PREF 15/01/2053,40455700000.0,42160.0,金融,NYSE,财产/财产保险,0.29814684,1.11398187,29.16535927,0.29187101,-1,-1,-1
MFG,MIZUHO FINANCIAL GROUP SPON ADS EACH REPR 0.20 SHS,40185500000.0,,金融,NYSE,大银行,4.52493808,2.7370057,5.45251693,0.47972082,48,28,33
CRH,CRH SPON ADR EA REPR 1 ORD SHS EUR0.32,39883700000.0,77100.0,非能源矿业,NYSE,建筑材料,0.68065658,35.65723094,5.83925578,2.03202607,99,75,65
MPC,MARATHON PETROLEUM CORP,39681424000.0,57900.0,能源矿产,NYSE,炼油/市场营销,1.15207436,,-8.13047285,1.75983179,53,35,131
ALXN,ALEXION PHARMACEUTICAL INC,38921445900.0,3837.0,健康科技,NASDAQ,生物科技,0.21742418,57.93071865,5.64296533,3.33643302,92,7,77
BF.B,BROWN-FORMAN CORP,38472717150.0,4800.0,非耐用消费品,NYSE,饮料:酒精饮料,1.0773906,42.09221355,40.73328862,19.31965937,92,90,34
AFL,AFLAC INC,38231268750.0,12003.0,金融,NYSE,人寿/健康保险,0.25284241,7.16672665,18.82232288,1.15054782,55,71,71
ADM,ARCHER-DANIELS-MIDLAND CO,37148095980.0,39088.0,加工制造业,NYSE,农副产品,0.58692642,18.11085727,10.40383987,1.85120216,96,32,82
HSY,HERSHEY COMPANY,36079538231.10001,16880.0,非耐用消费品,NYSE,食品：特色/糖果,2.08715692,26.02245986,71.46878521,16.2827715,79,79,41
PANW,PALO ALTO NETWORKS INC,35817451293.0,8014.0,电子科技,NYSE,计算机通讯,3.51815082,,-50.34732189,31.90887773,98,56,79
BF.A,BROWN-FORMAN CORP,35523955950.0,4800.0,非耐用消费品,NYSE,饮料:酒精饮料,1.0773906,38.97446719,40.73328862,17.88866317,89,86,49
FTNT,FORTINET INC,35229325780.0,8238.0,电子科技,NASDAQ,计算机通讯,1.06382545,72.64693933,64.51783007,40.73322462,92,69,95
NTR,NUTRIEN LTD,34754177600.0,23100.0,加工制造业,NYSE,化学品：农业,0.5121984,50.85666242,2.86085041,1.53737222,70,14,103
MSI,MOTOROLA SOLUTIONS INC,34384916880.0,18000.0,电子科技,NYSE,航空航天 & 国防,-11.85355649,35.49785811,,,70,77,60
TDG,TRANSDIGM GROUP INC,34090189784.0,14200.0,电子科技,NYSE,航空航天 & 国防,-5.74865095,203.00168969,,,80,76,54
AMX,AMERICA MOVIL SAB DE CV ADR EACH REP 20 SHS NPV SER L,33950000000.0,186851.0,通讯,NYSE,无线通讯设备,2.5411157,13.81814839,38.65471234,3.99714907,54,51,31
CCL,CARNIVAL CORP,33244618570.68,,消费者服务,NYSE,酒店/度假村/游轮,1.65189522,,-51.81960411,1.51138243,45,8,142
MRVL,MARVELL TECHNOLOGY INC,33042589580.0,5340.0,电子科技,NASDAQ,半导体,0.17627958,,-3.24052563,3.84546099,99,87,66
SBAC,SBA COMMUNICATIONS CORP,32665700000.0,1483.0,金融,NASDAQ,房地产投资信托基金,-2.84429693,242.50344996,,,-1,-2,-1
WMB,WILLIAMS COMPANIES INC,31608055200.0,4739.0,工业服务,NYSE,石油和天然气管道,1.60533407,27.39465625,9.59428001,2.68154161,79,14,54
DB,DEUTSCHE BANK AG,30698481600.000004,84659.0,金融,NYSE,大银行,2.87083196,18.63939769,2.60006964,0.45663238,98,20,87
LBRDA,LIBERTY BROADBAND CORP,30616808312.5,1971.0,消费者服务,NASDAQ,卫星电视,0.35949522,65.40012907,3.87064107,2.3598808,100,92,34
TU,TELUS CORP,30406200000.0,78100.0,通讯,NYSE,主要电信,1.28521537,30.45543988,8.69565217,3.03909354,84,73,43
CPRT,COPART INC,30227307470.0,7600.0,商业服务,NASDAQ,杂项商业服务,0.16314697,36.24840493,30.59655127,12.08281307,97,82,60
FERG,FERGUSON PLC,30211083241.47,34352.0,配送服务,NYSE,批发分销商,0.88960605,22.09995836,26.55800322,7.01996396,98,77,87
NUE,NUCOR CORP,30178555700.0,26400.0,非能源矿业,NYSE,钢铁,0.45018578,18.55010661,15.11907875,2.80290572,77,17,180
HKHHF,HEINEKEN HOLDING N.V.,30000842941.68,,非耐用消费品,OTC,饮料:酒精饮料,1.26431351,,-1.39754744,3.68576502,55,52,39
RMD,RESMED INC,29919955980.000004,7770.0,健康科技,NYSE,医学专业,0.32068142,66.06006333,18.41606311,11.98482792,98,98,41
CBRE,CBRE GROUP INC,29611660540.0,100000.0,金融,NYSE,房地产开发,0.51497371,35.27480885,12.66488285,4.17749321,60,76,114
FNV,FRANCO NEVADA CORP,28607604480.0,40.0,非能源矿业,NYSE,贵金属,0.00078528,46.00585751,11.20315082,5.22348575,69,99,53
AVB,AVALONBAY COMMUNITIES INC,28535300000.0,3090.0,金融,NYSE,房地产投资信托基金,0.72319386,35.73051778,7.4152129,2.65256292,42,76,57
EQR,EQUITY RESIDENTIAL,28484200000.0,,金融,NYSE,房地产投资信托基金,0.76213956,46.04594921,6.02854369,2.70342415,38,74,68
YUMC,YUM CHINA HOLDINGS INC,27700650140.0,400000.0,消费者服务,NYSE,餐厅,0.28882504,28.14280781,20.19302153,4.41182741,100,85,41
CCEP,COCA-COLA EUROPACIFIC PARTNERS,27366038040.0,24607.0,非耐用消费品,NYSE,饮料:非酒精饮料,1.19286307,47.73139746,8.09204608,3.73059078,52,55,85
TEF,TELEFONICA SA ADR EA REPR 1 ORD NPV,27339200000.0,112797.0,通讯,NYSE,专业电信,2.80304929,12.74044467,14.45381347,6.13999181,37,12,70
ET,ENERGY TRANSFER LP,27197210000.0,11421.0,工业服务,NYSE,石油和天然气管道,1.38785941,7.96104001,16.4591944,1.44178974,34,5,116
SYF,SYNCHRONY FINANCIAL,27189753250.0,16500.0,金融,NYSE,金融/租赁,1.12806012,13.03686168,16.71848558,2.25756548,66,64,131
NDAQ,NASDAQ INC,27149186850.0,4830.0,金融,NASDAQ,投资银行/经纪商,1.00126302,26.71359823,17.51364256,4.21269238,100,93,47
MXIM,MAXIM INTEGRATED PRODUCTS,27123549480.0,7115.0,电子科技,NASDAQ,半导体,0.48823985,35.0275058,41.43261483,16.29636068,100,69,78
PBR.A,PETROLEO BRASILEIRO SA PETROBRAS SPONS ADR-EACH REPR 2 PREF SHS NPV,27001500000.0,49050.0,能源矿产,NYSE,成品油,1.26252088,5.97977793,20.97884382,1.05890081,41,46,78
EPAM,EPAM SYS INC,26952469632.0,41168.0,科技服务,NYSE,IT服务,0.11784069,80.14280459,18.89524255,13.5605852,100,91,115
LH,LABORATORY CORP AMER HLDGS,26882155000.0,72400.0,健康服务,NYSE,医疗产业服务,0.63335458,10.20290566,31.01704065,2.85894589,96,83,77
ZS,ZSCALER INC,26399548000.0,2020.0,科技服务,NASDAQ,套装软件,1.88288884,,-54.70511958,47.32148972,100,46,128
GMAB,GENMAB AS SPON ADS EACH REP 0.1 ORD SHS,26252100000.0,781.0,健康科技,NASDAQ,医学专业,0.01881065,31.01955631,32.2170646,8.35180387,86,94,55
HES,HESS CORPORATION,25907364000.0,1621.0,能源矿产,NYSE,石油和天然气生产,1.3579708,,-6.3670412,4.71568585,52,61,141
RCI,ROGERS COMMUNICATIONS INC,25902703800.0,23500.0,通讯,NYSE,无线通讯设备,1.95978552,20.25498783,15.79674396,3.42636414,56,19,38
ITUB,ITAU UNIBANCO HOLDINGS S.A. ADR EACH REPR 1 PRF NPV,25890800000.0,96500.0,金融,NYSE,大银行,3.56179353,13.49924585,15.26200155,1.90430934,44,36,62
ANET,ARISTA NETWORKS INC,25831876428.0,2613.0,电子科技,NYSE,计算机通讯,0.01963586,39.69539097,21.47537747,7.76126594,79,12,73
O,REALTY INCOME CORP,25712800000.0,210.0,金融,NYSE,房地产投资信托基金,0.77502187,71.11570248,3.14373741,2.26409087,41,77,26
WST,WEST PHARMACEUTICAL SERVICES INC,25424144043.0,9200.0,健康科技,NYSE,医学专业,0.17572444,61.87583983,25.49409496,13.78087939,100,98,72
VRSN,VERISIGN,25182734590.0,909.0,科技服务,NASDAQ,互联网软件/服务,-1.27565396,40.71306808,,,64,82,19
NTRS,NORTHERN TRUST CORP,25174533000.0,20900.0,金融,NASDAQ,地区银行,0.86919069,21.4606902,10.85076284,2.31880157,57,46,65
WORK,SLACK TECHNOLOGIES INC,25086430365.7,2545.0,科技服务,NYSE,套装软件,1.06315653,,-38.92477535,29.9127169,-1,-1,-1
IP,INTERNATIONAL PAPER CO,24816665650.0,49300.0,加工制造业,NYSE,容器/包装,1.89396474,25.80252425,13.30140267,3.18222996,74,30,102
GWW,GRAINGER W W INC,24003996464.0,23100.0,配送服务,NYSE,批发分销商,1.14423077,32.41558807,41.91947049,13.24085823,100,50,64
IMO,IMPERIAL OIL,23938250970.0,5800.0,能源矿产,NYSE ARCA,成品油,0.24466323,,-5.63722244,1.4033881,52,6,191
CERN,CERNER CORP,23813082510.0,26400.0,科技服务,NASDAQ,IT服务,0.425769,29.90010334,19.69737445,5.33025836,85,81,25
RCL,ROYAL CARIBBEAN GROUP,23545271790.0,85000.0,消费者服务,NYSE,酒店/度假村/游轮,2.35276213,,-56.53121648,2.41174242,54,40,108
IMBBF,IMPERIAL BRANDS PLC,23328957200.0,32500.0,非耐用消费品,OTC,烟草,2.2384646,6.00290337,63.64053187,3.65203718,51,4,61
APO,APOLLO GLOBAL MANAGEMENT INC,23271859245.0,1729.0,金融,NYSE,投资经理,1.6590136,7.36127724,143.96574228,26.15061312,90,88,61
BBD,BANCO BRADESCO SA SPONS ADR EACH REPR 1 PRF NPV,23127300000.0,89575.0,金融,NYSE,大银行,3.32993227,13.38008415,14.11403229,1.67570682,46,30,60
GIB,CGI INC,22324423775.34,76000.0,科技服务,NYSE,IT服务,0.63788774,24.72442793,17.9687752,4.32234654,54,70,49
CZR,CAESARS ENTERTAINMENT INC NEW,22247313400.0,21000.0,消费者服务,NASDAQ,博彩,5.72440605,,-72.42644748,4.44054375,82,47,261
IMBBY,IMPERIAL BRANDS PLC,22197100000.0,32500.0,非耐用消费品,OTC,烟草,2.2384646,6.16397676,64.05878696,3.58741294,52,2,61
WPM,WHEATON PRECIOUS METALS CORP,21665358860.0,39.0,非能源矿业,NYSE,贵金属,0.0005969,35.88965864,10.23770884,3.76661061,64,97,56
LNG,CHENIERE ENERGY INC,21423876500.0,1519.0,工业服务,NYSE ARCA,石油和天然气管道,12.14045802,,-34.44730077,,59,21,88
MGM,MGM RESORTS INTERNATIONAL,21024372960.0,42000.0,消费者服务,NYSE,博彩,1.9339615,,-29.74155606,3.20769299,57,70,186
EXPD,EXPEDITORS INTERN OF WASHINGTON INC,20953686020.0,17480.0,运输,NASDAQ,空运/快递,0.15473017,24.40994898,35.07479224,7.82741371,100,59,72
CFG/PD,CITIZENS FINANCIAL GROUP INC 6.350%DEP SHS EA REPR A 1/40 INT SER D,20606500000.0,17584.0,金融,NYSE,金融/租赁,0.37019379,8.01279354,7.32686142,0.589198,-1,-1,-1
INVH,INVITATION HOMES INC,20543300000.0,1149.0,金融,NYSE,房地产投资信托基金,0.93172284,125.44194107,1.97484819,2.41321688,91,77,40
BBDO,BANCO BRADESCO SA SPON ADR EACH REP 1 ORD SH,20261600000.0,89575.0,金融,NYSE,大银行,3.32993227,11.66900421,14.11403229,1.46141307,42,23,57
LOGI,LOGITECH INTERNATIONAL SA,20129669929.2,9000.0,电子科技,NASDAQ,计算机外围设备,0.01521804,21.73180824,48.47854992,8.63715491,100,83,110
REPYY,REPSOL S.A.,20053700000.0,23739.0,能源矿产,OTC,成品油,0.97705431,,-10.10286337,0.89273608,50,24,130
IT,GARTNER INC,19982659475.0,15600.0,商业服务,NYSE,杂项商业服务,3.16273102,58.3599869,39.92897345,18.88008421,57,46,102
ALLY,ALLY FINANCIAL INC,19812899450.0,9500.0,金融,NYSE,地区银行,1.43699145,9.10806822,15.64809551,1.35262997,70,70,205
LYV,LIVE NATION ENTERTAINMENT INC,19747074900.0,8200.0,消费者服务,NYSE,电影/娱乐,-52.77754567,,-2845.07042254,,64,70,117
WAT,WATERS CORP,19728117870.0,7400.0,健康科技,NYSE,医学专业,7.75669158,32.53862911,6575.94402068,86.19611401,77,52,84
BXP,BOSTON PROPERTIES INC,19696600000.0,750.0,金融,NYSE,房地产投资信托基金,1.62239195,39.03995087,7.78114311,3.07430093,39,73,67
GBOOF,"GRUPO FINANCIERO BANORTE, S.A.B. DE C.V.",19535441500.0,,金融,OTC,地区银行,2.1558827,12.47579446,14.17175213,1.63644253,58,36,155
SNN,SMITH & NEPHEW ADR EACH REPR 2 ORD,19251000000.0,17914.0,健康科技,NYSE,医学专业,0.69899602,42.4383164,8.69081905,3.63839376,34,76,30
GBOOY,"GRUPO FINANCIERO BANORTE, S.A.B. DE C.V.",19046400000.0,,金融,OTC,地区银行,2.1558827,13.68939959,14.33784983,1.70933997,60,50,123
SHG,SHINHAN FINANCIAL GROUP CO LTD SPONS ADR EACH REP 1 ORD KRW5000,19021000000.0,,金融,NYSE,金融集团,2.70508995,,7.90269367,0.49259285,56,21,65
SUI,SUN COMMUNITIES INC,18818600000.0,4872.0,金融,NYSE,房地产投资信托基金,0.70344469,105.44520333,3.8981535,3.27790043,72,78,28
UAL,UNITED AIRLINES HOLDINGS INC,18770759780.0,74400.0,运输,NASDAQ,航空公司,6.76661544,,-91.93107221,2.98136672,48,49,108
AKAM,AKAMAI TECHNOLOGIES,18672363520.0,8368.0,科技服务,NASDAQ,互联网软件/服务,0.65119015,32.36285971,14.75191157,4.40751528,76,98,28
